"ID","NMP","EST","FC","LC","DIST","LCT","SEX","NTP","RP","P_altmani","Proleptus_sp."
1862,"Saludable","Invierno",4,"San Pedro",0,1,"Hembra",0,1,0,0
1863,"Saludable","Invierno",4,"San Pedro",0,0.6,"Macho",0,2,0,0
1864,"Saludable","Invierno",4,"San Pedro",0,0.8,"Hembra",0,0,0,0
1865,"Saludable","Invierno",4,"San Pedro",0,0.8,"Macho",0,0,0,0
1866,"Saludable","Invierno",4,"San Pedro",0,0.7,"Hembra",0,0,0,0
1867,"Saludable","Invierno",4,"San Pedro",0,0.9,"Macho",0,0,0,0
1868,"Saludable","Invierno",4,"San Pedro",0,0.6,"Macho",0,0,0,0
1869,"Saludable","Invierno",4,"San Pedro",0,0.9,"Macho",0,0,0,0
1870,"Saludable","Invierno",4,"San Pedro",0,0.8,"Macho",0,0,0,0
1871,"Saludable","Invierno",4,"San Pedro",0,0.6,"Macho",0,0,0,0
1872,"Saludable","Invierno",4,"San Pedro",0,0.6,"Macho",0,0,0,0
1873,"Saludable","Invierno",4,"San Pedro",0,0.5,"Macho",0,0,0,0
1874,"Saludable","Invierno",4,"San Pedro",0,0.5,"Macho",0,0,0,0
1875,"Saludable","Invierno",4,"San Pedro",0,0.5,"Macho",0,0,0,0
1876,"Saludable","Invierno",4,"San Pedro",5,1,"Macho",3,1,3,0
1877,"Saludable","Invierno",4,"San Pedro",5,0.4,"Macho",0,0,0,0
1878,"Saludable","Invierno",4,"San Pedro",5,0.4,"Macho",0,0,0,0
1879,"Saludable","Invierno",4,"San Pedro",5,0.8,"Hembra",0,0,0,0
1880,"Saludable","Invierno",4,"San Pedro",5,0.7,"Hembra",0,0,0,0
1881,"Saludable","Invierno",4,"San Pedro",5,0.4,"Macho",0,0,0,0
1882,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1883,"Saludable","Invierno",4,"San Pedro",5,0.4,"Macho",0,0,0,0
1884,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1885,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1886,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1887,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1888,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1889,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1890,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1891,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1892,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1893,"Saludable","Invierno",4,"San Pedro",5,0.4,"Macho",0,0,0,0
1894,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1895,"Saludable","Invierno",4,"San Pedro",5,0.8,"Macho",0,0,0,0
1896,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1897,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1898,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1899,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1900,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1901,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1902,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1903,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1904,"Saludable","Invierno",4,"San Pedro",5,0.6,"Hembra",0,0,0,0
1905,"Saludable","Invierno",4,"San Pedro",5,0.9,"Macho",0,0,0,0
1906,"Saludable","Invierno",4,"San Pedro",5,0.7,"Hembra",0,0,0,0
1907,"Saludable","Invierno",4,"San Pedro",5,0.7,"Hembra",0,0,0,0
1908,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1909,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1910,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1911,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1912,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1913,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1914,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1915,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1916,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1917,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1918,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1919,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1920,"Saludable","Invierno",4,"San Pedro",5,0.8,"Hembra",0,0,0,0
1921,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1922,"Saludable","Invierno",4,"San Pedro",5,0.8,"Macho",0,0,0,0
1923,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1924,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1925,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1926,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1927,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1928,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1929,"Saludable","Invierno",4,"San Pedro",5,0.7,"Macho",0,0,0,0
1930,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1931,"Saludable","Invierno",4,"San Pedro",5,0.4,"Macho",0,0,0,0
1932,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1933,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1934,"Saludable","Invierno",4,"San Pedro",5,0.5,"Macho",0,0,0,0
1935,"Saludable","Invierno",4,"San Pedro",5,0.6,"Macho",0,0,0,0
1936,"Saludable","Invierno",4,"San Pedro",5,2,"Macho",5,2,1,4
1937,"Saludable","Invierno",4,"San Pedro",5,2,"Macho",6,2,2,4
1938,"Saludable","Invierno",4,"San Pedro",5,1.4,"Macho",4,2,3,1
1939,"Saludable","Invierno",4,"San Pedro",5,1.6,"Macho",3,2,2,1
1940,"Saludable","Invierno",4,"San Pedro",5,1.5,"Macho",2,2,1,1
1941,"Saludable","Invierno",4,"San Pedro",10,0.7,"Macho",0,0,0,0
1942,"Saludable","Invierno",4,"San Pedro",10,1.7,"Macho",11,2,5,6
1943,"Saludable","Invierno",4,"San Pedro",10,1.4,"Macho",1,1,1,0
1944,"Saludable","Invierno",4,"San Pedro",10,2.5,"Hembra",12,2,7,5
1945,"Saludable","Invierno",4,"San Pedro",10,2.5,"Macho",4,1,4,0
1946,"Saludable","Invierno",4,"San Pedro",10,2,"Macho",1,1,1,0
1947,"Saludable","Invierno",4,"San Pedro",10,1.8,"Macho",11,2,9,2
1948,"Saludable","Invierno",4,"San Pedro",10,1.5,"Macho",2,1,2,0
1949,"Saludable","Invierno",4,"San Pedro",15,1.9,"Macho",4,1,4,0
1950,"Saludable","Invierno",4,"San Pedro",15,1.9,"Macho",1,1,1,0
1951,"Saludable","Invierno",4,"San Pedro",15,2,"Macho",6,2,4,2
1952,"Saludable","Invierno",4,"San Pedro",20,0.6,"Macho",0,0,0,0
1953,"Saludable","Invierno",4,"San Pedro",20,0.7,"Macho",0,0,0,0
1954,"Saludable","Invierno",4,"San Pedro",20,0.9,"Macho",0,0,0,0
1955,"Saludable","Invierno",4,"San Pedro",20,0.7,"Macho",0,0,0,0
1956,"Saludable","Invierno",4,"San Pedro",20,0.8,"Hembra",0,0,0,0
1957,"Saludable","Invierno",4,"San Pedro",20,0.7,"Macho",0,0,0,0
1958,"Saludable","Invierno",4,"San Pedro",20,0.7,"Macho",0,0,0,0
1959,"Saludable","Invierno",4,"San Pedro",20,0.6,"Macho",0,0,0,0
1960,"Saludable","Invierno",4,"San Pedro",20,0.5,"Macho",0,0,0,0
1961,"Saludable","Invierno",4,"San Pedro",20,0.1,"Hembra",0,0,0,0
1962,"Saludable","Invierno",4,"San Pedro",20,0.8,"Hembra",0,0,0,0
1963,"Saludable","Invierno",4,"San Pedro",20,0.5,"Macho",0,0,0,0
1964,"Saludable","Invierno",4,"San Pedro",20,0.7,"Macho",0,0,0,0
1965,"Saludable","Invierno",4,"San Pedro",20,0.7,"Macho",0,0,0,0
1966,"Saludable","Invierno",4,"San Pedro",20,0.5,"Macho",0,0,0,0
1967,"Saludable","Invierno",4,"San Pedro",20,0.5,"Macho",0,0,0,0
1968,"Saludable","Invierno",4,"San Pedro",20,0.5,"Macho",0,0,0,0
1969,"Saludable","Invierno",4,"San Pedro",20,0.5,"Macho",0,0,0,0
1970,"Saludable","Invierno",4,"San Pedro",20,1.5,"Macho",18,2,11,7
1971,"Saludable","Invierno",4,"San Pedro",20,1.5,"Macho",7,2,4,3
1972,"Saludable","Invierno",4,"San Pedro",20,1.3,"Macho",4,2,2,2
1973,"Saludable","Invierno",4,"San Pedro",25,0.8,"Macho",0,0,0,0
1974,"Saludable","Invierno",4,"San Pedro",25,0.5,"Macho",0,0,0,0
1975,"Saludable","Invierno",4,"San Pedro",25,0.7,"Hembra",0,0,0,0
1976,"Saludable","Invierno",4,"San Pedro",25,1.3,"Macho",4,2,3,1
1977,"Saludable","Invierno",4,"San Pedro",25,2.3,"Hembra",24,2,13,11
1978,"Saludable","Invierno",4,"San Pedro",25,1.3,"Macho",3,2,1,2
1979,"Saludable","Invierno",4,"San Pedro",30,1.5,"Macho",1,1,1,0
1980,"Saludable","Invierno",4,"San Pedro",30,1.6,"Macho",2,2,1,1
1981,"Saludable","Invierno",4,"San Pedro",30,1.5,"Macho",9,2,3,6
1982,"Saludable","Invierno",4,"San Pedro",30,1.3,"Macho",2,1,2,0
1983,"Saludable","Invierno",4,"San Pedro",30,1.6,"Macho",4,2,2,2
1984,"Saludable","Invierno",4,"San Pedro",30,1.6,"Macho",7,2,4,3
1985,"Saludable","Invierno",4,"San Pedro",30,1.4,"Macho",10,2,8,2
1986,"Saludable","Invierno",4,"San Pedro",30,1.7,"Macho",4,2,3,1
1987,"Saludable","Invierno",4,"San Pedro",30,1.7,"Macho",4,2,2,2
1988,"Saludable","Invierno",4,"San Pedro",30,1.7,"Hembra",2,1,2,0
1989,"Saludable","Invierno",4,"San Pedro",30,2,"Hembra",13,2,7,6
1990,"Saludable","Invierno",4,"San Pedro",30,2.4,"Hembra",13,2,2,11
1991,"Saludable","Invierno",4,"San Pedro",30,2.4,"Hembra",4,2,1,3
1992,"Saludable","Invierno",4,"San Pedro",30,1.2,"Macho",2,1,2,0
1993,"Saludable","Invierno",4,"San Pedro",30,2.5,"Hembra",14,2,2,12
1994,"Saludable","Invierno",4,"San Pedro",30,1.7,"Macho",4,2,1,3
1995,"Saludable","Invierno",4,"San Pedro",30,1,"Macho",4,2,2,2
1996,"Saludable","Otoño",5,"Los Delfines",0,2.7,"Hembra",3,2,2,1
1997,"Saludable","Otoño",5,"Los Delfines",5,1.5,"Macho",10,1,0,10
1998,"Saludable","Otoño",5,"Los Delfines",5,1.7,"Macho",1,1,0,1
1999,"Saludable","Otoño",5,"Los Delfines",5,1.3,"Macho",2,1,0,2
2000,"Saludable","Otoño",5,"Los Delfines",5,1.1,"Macho",0,0,0,0
2001,"Saludable","Otoño",5,"Los Delfines",10,2,"Macho",4,1,0,4
2002,"Saludable","Otoño",5,"Los Delfines",10,1.9,"Macho",5,1,0,5
2003,"Saludable","Otoño",5,"Los Delfines",10,1,"Macho",0,0,0,0
2004,"Saludable","Otoño",5,"Los Delfines",10,1,"Macho",0,0,0,0
2005,"Saludable","Otoño",5,"Los Delfines",15,1,"Macho",2,1,0,2
2006,"Saludable","Otoño",5,"Los Delfines",15,2,"Hembra",3,2,1,2
2007,"Saludable","Otoño",5,"Los Delfines",15,1.6,"Macho",1,1,0,1
2008,"Saludable","Otoño",5,"Los Delfines",15,1.5,"Macho",1,1,0,1
2009,"Saludable","Otoño",5,"Los Delfines",15,1,"Macho",1,1,0,1
2010,"Saludable","Otoño",5,"Los Delfines",20,1,"Macho",0,0,0,0
2011,"Saludable","Otoño",5,"Los Delfines",20,1.4,"Macho",0,0,0,0
2012,"Saludable","Otoño",5,"Los Delfines",20,1.1,"Macho",1,1,0,1
2013,"Saludable","Otoño",5,"Los Delfines",20,1,"Macho",1,1,0,1
2014,"Saludable","Otoño",5,"Los Delfines",20,1.2,"Macho",2,1,0,2
2015,"Saludable","Otoño",5,"Los Delfines",20,0.9,"Macho",0,0,0,0
2016,"Saludable","Otoño",5,"Los Delfines",20,1.2,"Macho",0,0,0,0
2017,"Saludable","Otoño",5,"Los Delfines",20,1,"Macho",0,0,0,0
2018,"Saludable","Otoño",5,"Los Delfines",20,1,"Macho",1,1,0,1
2019,"Saludable","Otoño",5,"Los Delfines",20,1,"Macho",0,0,0,0
2020,"Saludable","Otoño",5,"Los Delfines",20,1,"Macho",0,0,0,0
2021,"Saludable","Otoño",5,"Los Delfines",20,1.1,"Hembra",0,0,0,0
2022,"Saludable","Otoño",5,"Los Delfines",20,1,"Macho",0,0,0,0
2023,"Saludable","Otoño",5,"Los Delfines",20,1.1,"Hembra",1,1,0,1
2024,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2025,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2026,"Saludable","Otoño",5,"Los Delfines",25,0.8,"Macho",1,1,0,1
2027,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2028,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",1,1,0,1
2029,"Saludable","Otoño",5,"Los Delfines",30,1.8,"Macho",0,0,0,0
2030,"Saludable","Otoño",5,"Los Delfines",30,1.4,"Macho",0,0,0,0
2031,"Saludable","Otoño",5,"Los Delfines",10,1.85,"Hembra",9,2,6,3
2032,"Saludable","Otoño",5,"Los Delfines",15,1.4,"Hembra",3,2,2,1
2033,"Saludable","Otoño",5,"Los Delfines",15,1.3,"Macho",0,0,0,0
2034,"Saludable","Otoño",5,"Los Delfines",20,0.9,"Macho",0,0,0,0
2035,"Saludable","Otoño",5,"Los Delfines",20,1.3,"Macho",2,2,1,1
2036,"Saludable","Otoño",5,"Los Delfines",20,1.5,"Macho",0,0,0,0
2037,"Saludable","Otoño",5,"Los Delfines",20,0.9,"Macho",1,1,0,1
2038,"Saludable","Otoño",5,"Los Delfines",20,1,"Hembra",0,0,0,0
2039,"Saludable","Otoño",5,"Los Delfines",20,1.5,"Macho",0,0,0,0
2040,"Saludable","Otoño",5,"Los Delfines",25,1.1,"Macho",0,0,0,0
2041,"Saludable","Otoño",5,"Los Delfines",25,1.3,"Macho",0,0,0,0
2042,"Saludable","Otoño",5,"Los Delfines",25,1.1,"Macho",0,0,0,0
2043,"Saludable","Otoño",5,"Los Delfines",25,1.2,"Macho",0,0,0,0
2044,"Saludable","Otoño",5,"Los Delfines",25,0.9,"Macho",0,0,0,0
2045,"Saludable","Otoño",5,"Los Delfines",25,1,"Hembra",0,0,0,0
2046,"Saludable","Otoño",5,"Los Delfines",25,1,"Hembra",1,1,0,1
2047,"Saludable","Otoño",5,"Los Delfines",30,1.3,"Macho",0,0,0,0
2048,"Saludable","Otoño",5,"Los Delfines",30,1.1,"Macho",0,0,0,0
2049,"Saludable","Otoño",5,"Los Delfines",30,0.9,"Hembra",0,0,0,0
2050,"Saludable","Otoño",5,"Los Delfines",30,1,"Macho",0,0,0,0
2051,"Saludable","Otoño",5,"Los Delfines",10,2.7,"Hembra",8,2,1,7
2052,"Saludable","Otoño",5,"Los Delfines",10,2,"Macho",1,1,0,1
2053,"Saludable","Otoño",5,"Los Delfines",15,1.2,"Macho",5,1,0,5
2054,"Saludable","Otoño",5,"Los Delfines",15,3,"Hembra",7,2,4,3
2055,"Saludable","Otoño",5,"Los Delfines",15,2.9,"Hembra",8,2,3,5
2056,"Saludable","Otoño",5,"Los Delfines",15,2.2,"Hembra",14,2,6,8
2057,"Saludable","Otoño",5,"Los Delfines",15,1.7,"Macho",1,1,0,1
2058,"Saludable","Otoño",5,"Los Delfines",15,1.5,"Macho",3,2,1,2
2059,"Saludable","Otoño",5,"Los Delfines",15,1.2,"Macho",4,1,0,4
2060,"Saludable","Otoño",5,"Los Delfines",15,1.2,"Macho",0,0,0,0
2061,"Saludable","Otoño",5,"Los Delfines",15,2.8,"Hembra",3,2,1,2
2062,"Saludable","Otoño",5,"Los Delfines",15,2.4,"Hembra",1,1,0,1
2063,"Saludable","Otoño",5,"Los Delfines",15,2.4,"Hembra",13,2,1,12
2064,"Saludable","Otoño",5,"Los Delfines",15,1.6,"Macho",2,2,1,1
2065,"Saludable","Otoño",5,"Los Delfines",15,1.9,"Macho",2,2,1,1
2066,"Saludable","Otoño",5,"Los Delfines",20,2.5,"Macho",11,2,3,8
2067,"Saludable","Otoño",5,"Los Delfines",20,0.9,"Macho",0,0,0,0
2068,"Saludable","Otoño",5,"Los Delfines",20,1.9,"Macho",4,1,0,4
2069,"Saludable","Otoño",5,"Los Delfines",20,1.9,"Macho",16,2,1,15
2070,"Saludable","Otoño",5,"Los Delfines",20,2,"Macho",14,2,5,9
2071,"Saludable","Otoño",5,"Los Delfines",20,1.3,"Macho",3,2,1,2
2072,"Saludable","Otoño",5,"Los Delfines",20,2,"Macho",3,2,1,2
2073,"Saludable","Otoño",5,"Los Delfines",20,1.3,"Macho",0,0,0,0
2074,"Saludable","Otoño",5,"Los Delfines",20,1.4,"Macho",1,1,1,0
2075,"Saludable","Otoño",5,"Los Delfines",20,1.3,"Macho",1,1,0,1
2076,"Saludable","Otoño",5,"Los Delfines",20,1.5,"Macho",2,1,0,2
2077,"Saludable","Otoño",5,"Los Delfines",20,1.6,"Macho",1,1,1,0
2078,"Saludable","Otoño",5,"Los Delfines",20,1.4,"Macho",1,1,0,1
2079,"Saludable","Otoño",5,"Los Delfines",20,1.3,"Macho",1,1,0,1
2080,"Saludable","Otoño",5,"Los Delfines",25,3,"Hembra",6,2,1,5
2081,"Saludable","Otoño",5,"Los Delfines",25,2.1,"Macho",0,0,0,0
2082,"Saludable","Otoño",5,"Los Delfines",25,1.2,"Macho",9,2,3,6
2083,"Saludable","Otoño",5,"Los Delfines",25,3,"Hembra",6,2,1,5
2084,"Saludable","Otoño",5,"Los Delfines",25,2,"Macho",12,1,11,1
2085,"Saludable","Otoño",5,"Los Delfines",25,3,"Macho",2,1,1,1
2086,"Saludable","Otoño",5,"Los Delfines",25,2.6,"Hembra",5,1,2,3
2087,"Saludable","Otoño",5,"Los Delfines",25,3.3,"Hembra",24,1,4,20
2088,"Saludable","Otoño",5,"Los Delfines",25,3.2,"Hembra",6,1,2,4
2089,"Saludable","Otoño",5,"Los Delfines",25,2.3,"Macho",3,1,0,3
2090,"Saludable","Otoño",5,"Los Delfines",25,1.3,"Macho",2,1,0,2
2091,"Saludable","Otoño",5,"Los Delfines",25,1.4,"Macho",0,0,0,0
2092,"Saludable","Otoño",5,"Los Delfines",25,1.5,"Macho",0,0,0,0
2093,"Saludable","Otoño",5,"Los Delfines",25,1.1,"Macho",1,1,0,1
2094,"Saludable","Otoño",5,"Los Delfines",25,1.4,"Macho",0,0,0,0
2095,"Saludable","Otoño",5,"Los Delfines",25,1.3,"Macho",0,0,0,0
2096,"Saludable","Otoño",5,"Los Delfines",30,3.3,"Hembra",4,2,2,2
2097,"Saludable","Otoño",5,"Los Delfines",30,3.5,"Hembra",6,2,2,4
2098,"Saludable","Otoño",5,"Los Delfines",30,3.6,"Hembra",2,2,1,1
2099,"Saludable","Otoño",5,"Los Delfines",30,2.3,"Macho",7,2,2,5
2100,"Saludable","Otoño",5,"Los Delfines",30,2,"Macho",7,2,2,5
2101,"Saludable","Otoño",5,"Los Delfines",30,1.6,"Macho",7,2,2,5
2102,"Saludable","Otoño",5,"Los Delfines",30,1.5,"Macho",7,2,2,5
2103,"Saludable","Otoño",5,"Los Delfines",30,1.3,"Macho",5,1,0,5
2104,"Saludable","Otoño",5,"Los Delfines",30,1.2,"Macho",4,1,0,4
2105,"Saludable","Otoño",5,"Los Delfines",30,1.5,"Macho",0,0,0,0
2106,"Saludable","Otoño",5,"Los Delfines",30,1.6,"Hembra",0,0,0,0
2107,"Saludable","Otoño",5,"Los Delfines",30,1.3,"Macho",0,0,0,0
2108,"Saludable","Otoño",5,"Los Delfines",0,1.7,"Macho",10,2,1,9
2109,"Saludable","Otoño",5,"Los Delfines",20,1.7,"Macho",5,2,4,1
2110,"Saludable","Otoño",5,"Los Delfines",20,1.6,"Macho",4,1,0,4
2111,"Saludable","Otoño",5,"Los Delfines",20,2,"Macho",2,1,0,2
2112,"Saludable","Otoño",5,"Los Delfines",20,1,"Macho",0,0,0,0
2113,"Saludable","Otoño",5,"Los Delfines",20,0.9,"Macho",0,0,0,0
2114,"Saludable","Otoño",5,"Los Delfines",20,2,"Macho",5,1,0,5
2115,"Saludable","Otoño",5,"Los Delfines",25,2.5,"Macho",13,2,8,5
2116,"Saludable","Otoño",5,"Los Delfines",25,1.9,"Macho",4,2,1,3
2117,"Saludable","Otoño",5,"Los Delfines",25,2,"Macho",0,0,0,0
2118,"Saludable","Otoño",5,"Los Delfines",10,1.9,"Macho",4,1,0,4
2119,"Saludable","Otoño",5,"Los Delfines",20,1.4,"Macho",0,0,0,0
2120,"Saludable","Otoño",5,"Los Delfines",20,1.3,"Macho",0,0,0,0
2121,"Saludable","Otoño",5,"Los Delfines",20,0.6,"Hembra",1,1,1,0
2122,"Saludable","Otoño",5,"Los Delfines",20,2.3,"Hembra",0,0,0,0
2123,"Saludable","Otoño",5,"Los Delfines",25,1.2,"Macho",5,2,4,1
2124,"Saludable","Otoño",5,"Los Delfines",25,1.2,"Macho",2,1,0,2
2125,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",2,1,0,2
2126,"Saludable","Otoño",5,"Los Delfines",25,1.1,"Macho",0,0,0,0
2127,"Saludable","Otoño",5,"Los Delfines",30,1.4,"Macho",0,0,0,0
2128,"Saludable","Otoño",5,"Los Delfines",30,2.2,"Hembra",20,2,9,11
2129,"Saludable","Otoño",5,"Los Delfines",30,1.3,"Macho",0,0,0,0
2130,"Saludable","Otoño",5,"Los Delfines",30,1.5,"Hembra",2,1,0,2
2131,"Saludable","Otoño",5,"Los Delfines",30,1.2,"Macho",1,1,0,1
2132,"Saludable","Otoño",5,"Los Delfines",30,1.2,"Macho",0,0,0,0
2133,"Saludable","Otoño",5,"Los Delfines",30,2.5,"Hembra",23,2,19,4
2134,"Saludable","Otoño",5,"Los Delfines",30,3,"Macho",0,0,0,0
2135,"Saludable","Otoño",5,"Los Delfines",0,2.5,"Hembra",9,2,3,6
2136,"Saludable","Otoño",5,"Los Delfines",5,2.2,"Hembra",0,0,0,0
2137,"Saludable","Otoño",5,"Los Delfines",5,2.4,"Hembra",0,0,0,0
2138,"Saludable","Otoño",5,"Los Delfines",5,1.3,"Hembra",0,0,0,0
2139,"Saludable","Otoño",5,"Los Delfines",5,1.8,"Hembra",0,0,0,0
2140,"Saludable","Otoño",5,"Los Delfines",5,0.2,"Macho",0,0,0,0
2141,"Saludable","Otoño",5,"Los Delfines",10,1,"Macho",0,0,0,0
2142,"Saludable","Otoño",5,"Los Delfines",15,2,"Macho",0,0,0,0
2143,"Saludable","Otoño",5,"Los Delfines",20,2,"Macho",10,1,9,1
2144,"Saludable","Otoño",5,"Los Delfines",20,2,"Macho",4,2,2,2
2145,"Saludable","Otoño",5,"Los Delfines",25,2,"Macho",10,2,5,5
2146,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",1,1,0,1
2147,"Saludable","Otoño",5,"Los Delfines",25,1.3,"Macho",0,0,0,0
2148,"Saludable","Otoño",5,"Los Delfines",25,1.3,"Macho",2,1,0,2
2149,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2150,"Saludable","Otoño",5,"Los Delfines",25,1.5,"Macho",0,0,0,0
2151,"Saludable","Otoño",5,"Los Delfines",25,1.5,"Macho",0,0,0,0
2152,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",1,1,0,1
2153,"Saludable","Otoño",5,"Los Delfines",25,1.5,"Macho",0,0,0,0
2154,"Saludable","Otoño",5,"Los Delfines",25,1.5,"Macho",0,0,0,0
2155,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2156,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2157,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2158,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2159,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2160,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2161,"Saludable","Otoño",5,"Los Delfines",25,1.2,"Macho",0,0,0,0
2162,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2163,"Saludable","Otoño",5,"Los Delfines",25,1.5,"Macho",0,0,0,0
2164,"Saludable","Otoño",5,"Los Delfines",25,1.1,"Macho",0,0,0,0
2165,"Saludable","Otoño",5,"Los Delfines",25,0.8,"Macho",0,0,0,0
2166,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2167,"Saludable","Otoño",5,"Los Delfines",25,1.2,"Macho",0,0,0,0
2168,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2169,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2170,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2171,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",2,1,0,2
2172,"Saludable","Otoño",5,"Los Delfines",25,0.9,"Macho",0,0,0,0
2173,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",1,1,0,1
2174,"Saludable","Otoño",5,"Los Delfines",25,1.5,"Macho",0,0,0,0
2175,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",1,1,0,1
2176,"Saludable","Otoño",5,"Los Delfines",25,2,"Hembra",0,0,0,0
2177,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2178,"Saludable","Otoño",5,"Los Delfines",25,0.8,"Macho",0,0,0,0
2179,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2180,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2181,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2182,"Saludable","Otoño",5,"Los Delfines",25,1,"Macho",0,0,0,0
2183,"Saludable","Otoño",5,"Los Delfines",25,2,"Macho",5,1,0,5
2184,"Saludable","Otoño",5,"Los Delfines",30,1.2,"Macho",2,2,1,1
2185,"Saludable","Otoño",5,"Los Delfines",30,1.5,"Macho",1,1,0,1
2186,"Saludable","Otoño",5,"Los Delfines",30,1,"Macho",0,0,0,0
2187,"Saludable","Otoño",5,"Los Delfines",30,1,"Macho",0,0,0,0
2188,"Saludable","Otoño",5,"Los Delfines",30,1.2,"Macho",0,0,0,0
2189,"Saludable","Otoño",5,"Los Delfines",30,1,"Macho",0,0,0,0
2190,"Saludable","Otoño",5,"Los Delfines",30,1,"Macho",0,0,0,0
